PhraseID,EN,IT,PT-BR,TR,ES-ES,SV,NL
QID337_QuestionText,<strong>Drag-and-drop the pictures</strong>&nbsp;in the order you find most appropriate.&nbsp;<br>,"Per favore, <strong>ordina le tre immagini sottostanti</strong> dalla più disgustosa (in alto) alla meno disgustosa (in basso).<br />➘<br />➘<strong>Trascina e rilascia le immagini</strong> nell’ordine che ritieni più appropriato.<br />➘<br />➘Aggiungi <strong>almeno un’immagine</strong> in ogni blocco.",<strong>Arraste e solte as imagens</strong>&nbsp;na ordem que achar mais apropriada.&nbsp;<br>,<strong>Resimleri</strong> size en uygun sıraya <strong>sürükleyip bırakın</strong>. ,<strong>Arrastra y suelta las imágenes</strong>&nbsp;en el orden que consideres más apropiado.&nbsp;<br>,<strong>Dra och släpp bilderna</strong>&nbsp;i den ordning du tycker är mest lämplig.&nbsp;<br>,<strong>Sleep de afbeeldingen</strong> in de volgorde die jij het meest passend vindt. 
QID337_Choice1,,,,,,,
QID337_Choice2,,,,,,,
QID337_Choice3,,,,,,,
QID337_Choice7,,,,,,,
QID337_Choice8,,,,,,,
QID337_Choice9,,,,,,,
QID337_Group0,Most disgusting,Most disgusting,Mais repugnante,En iğrenç,Más repugnante,Mest motbjudande,Meest weerzinwekkend
QID337_Group1,Least disgusting,Meno disgustoso,Menos repugnante,En az iğrenç,Menos repugnante,Minst motbjudande,Minst weerzinwekkend
QID338_QuestionText,<strong>Drag-and-drop the pictures</strong>&nbsp;in the order you find most appropriate.&nbsp;<br>,"Per favore, <strong>ordina le tre immagini sottostanti</strong> dalla più disgustosa (in alto) alla meno disgustosa (in basso).<br />➘<br />➘<strong>Trascina e rilascia le immagini</strong> nell’ordine che ritieni più appropriato.<br />➘<br />➘Aggiungi <strong>almeno un’immagine</strong> in ogni blocco.",<strong>Arraste e solte as imagens</strong>&nbsp;na ordem que achar mais apropriada.&nbsp;<br>,<strong>Resimleri</strong> size en uygun sıraya <strong>sürükleyip bırakın</strong>. ,<strong>Arrastra y suelta las imágenes</strong>&nbsp;en el orden que consideres más apropiado.&nbsp;<br>,<strong>Dra och släpp bilderna</strong>&nbsp;i den ordning du tycker är mest lämplig.&nbsp;<br>,<strong>Sleep de afbeeldingen</strong> in de volgorde die jij het meest passend vindt. 
QID338_Choice1,,,,,,,
QID338_Choice2,,,,,,,
QID338_Choice3,,,,,,,
QID338_Choice7,,,,,,,
QID338_Choice8,,,,,,,
QID338_Choice9,,,,,,,
QID338_Group0,Most disgusting,Most disgusting,Mais repugnante,En iğrenç,Más repugnante,Mest motbjudande,<p>Meest walgelijk</p>➘
QID338_Group1,Least disgusting,Meno disgustoso,Menos repugnante,En az iğrenç,Menos repugnante,Minst motbjudande,<p>Minst walgelijk</p>➘
QID339_QuestionText,<strong>Drag-and-drop the pictures</strong>&nbsp;in the order you find most appropriate.&nbsp;<br>,"Per favore, <strong>ordina le tre immagini sottostanti</strong> dalla più disgustosa (in alto) alla meno disgustosa (in basso).<br />➘<br />➘<strong>Trascina e rilascia le immagini</strong> nell’ordine che ritieni più appropriato.<br />➘<br />➘Aggiungi <strong>almeno un’immagine</strong> in ogni blocco.",<strong>Arraste e solte as imagens</strong>&nbsp;na ordem que achar mais apropriada.&nbsp;<br>,<strong>Resimleri</strong> size en uygun sıraya <strong>sürükleyip bırakın</strong>. ,<strong>Arrastra y suelta las imágenes</strong>&nbsp;en el orden que consideres más apropiado.&nbsp;<br>,<strong>Dra och släpp bilderna</strong>&nbsp;i den ordning du tycker är mest lämplig.&nbsp;<br>,<strong>Sleep de afbeeldingen</strong> in de volgorde die jij het meest passend vindt. 
QID339_Choice1,,,,,,,
QID339_Choice2,,,,,,,
QID339_Choice3,,,,,,,
QID339_Choice7,,,,,,,
QID339_Choice8,,,,,,,
QID339_Choice9,,,,,,,
QID339_Group0,Most disgusting,Most disgusting,Mais repugnante,En iğrenç,Más repugnante,Mest motbjudande,<p>Meest walgelijk</p>➘
QID339_Group1,Least disgusting,Meno disgustoso,Menos repugnante,En az iğrenç,Menos repugnante,Minst motbjudande,<p>Minst walgelijk</p>➘
QID340_QuestionText,<strong>Drag-and-drop the pictures</strong>&nbsp;in the order you find most appropriate.&nbsp;<br>,"Per favore, <strong>ordina le tre immagini sottostanti</strong> dalla più disgustosa (in alto) alla meno disgustosa (in basso).<br />➘<br />➘<strong>Trascina e rilascia le immagini</strong> nell’ordine che ritieni più appropriato.<br />➘<br />➘Aggiungi <strong>almeno un’immagine</strong> in ogni blocco.",<strong>Arraste e solte as imagens</strong>&nbsp;na ordem que achar mais apropriada.&nbsp;<br>,<strong>Resimleri</strong> size en uygun sıraya <strong>sürükleyip bırakın</strong>. ,<strong>Arrastra y suelta las imágenes</strong>&nbsp;en el orden que consideres más apropiado.&nbsp;<br>,<strong>Dra och släpp bilderna</strong>&nbsp;i den ordning du tycker är mest lämplig.&nbsp;<br>,<strong>Sleep de afbeeldingen</strong> in de volgorde die jij het meest passend vindt. 
QID340_Choice1,,,,,,,
QID340_Choice2,,,,,,,
QID340_Choice3,,,,,,,
QID340_Choice7,,,,,,,
QID340_Choice8,,,,,,,
QID340_Choice9,,,,,,,
QID340_Group0,Most disgusting,Most disgusting,Mais repugnante,En iğrenç,Más repugnante,Mest motbjudande,<p>Meest walgelijk</p>➘
QID340_Group1,Least disgusting,Meno disgustoso,Menos repugnante,En az iğrenç,Menos repugnante,Minst motbjudande,<p>Minst walgelijk</p>➘
QID202_QuestionText,"For the next task, you’ll <strong>need to have your laundry detergent nearby</strong> and ready to engage with.<br>➘<br>➘This is essential for completing the upcoming questions accurately and meaningfully.<br>➘<br>➘Please ensure you keep it close by, as it will also be necessary to refer to it again at the end of the study.<br>","Per il prossimo compito, avrai <strong>bisogno di avere il tuo detersivo per il bucato a portata di mano</strong>. Questo è essenziale per rispondere accuratamente e in modo significativo alle domande che seguiranno. Assicurati di tenerlo vicino, poiché sarà necessario farvi riferimento anche alla fine dello studio. Continua con il sondaggio quando sei pronto/a.","Para a próxima tarefa, você <strong>precisará ter seu detergente de roupa por perto</strong> e pronto para usar.<br>➘<br>➘Isso é essencial para responder às próximas perguntas de forma precisa e significativa.<br>➘<br>➘Por favor, certifique-se de mantê-lo por perto, pois será necessário referir-se a ele novamente no final do estudo.<br>","Bir sonraki görev için, <strong>çamaşır deterjanınızı yanınızda bulundurmanız</strong> ve kullanmaya hazır olmanız gerekmektedir.<br />➘<br />➘Bu, yaklaşan soruları doğru ve anlamlı şekilde tamamlamanız için elzemdir.<br />➘<br />➘Lütfen deterjanı yakınınızda tutun; çalışmanın sonunda yeniden başvurmanız gerekecektir.","Para la siguiente tarea, <strong>necesitarás tener tu detergente de ropa cerca</strong> y listo para usar.<br>➘<br>➘Esto es esencial para completar las próximas preguntas de manera precisa y significativa.<br>➘<br>➘Por favor, asegúrate de tenerlo a mano, ya que también será necesario referirse a él al final del estudio.<br>","För nästa uppgift <strong>behöver du ha ditt tvättmedel i närheten</strong> och redo att använda.<br>➘<br>➘Detta är viktigt för att kunna besvara de kommande frågorna korrekt och meningsfullt.<br>➘<br>➘Se till att du har det nära till hands, eftersom det också kommer att behövas igen i slutet av studien.<br>","Voor de volgende taak <strong>heb je je wasmiddel in de buurt nodig</strong> en moet je ermee kunnen omgaan.<br />➘<br />➘Dit is essentieel om de komende vragen nauwkeurig en zinvol te kunnen beantwoorden.<br />➘<br />➘Zorg ervoor dat je het bij de hand houdt, want je zult er aan het einde van het onderzoek opnieuw naar moeten verwijzen."
QID200_QuestionText,"<strong>To confirm </strong>you have your laundry detergent with you, please report➘<ul>➘	<li><strong>the exact name</strong> of the brand of the detergent, and</li>➘	<li>the&nbsp;<strong>first ingredient</strong>&nbsp;listed on the label of your laundry detergent.</li>➘</ul>➘<br>➘The answer will be checked automatically.",Qual è il <strong>nome esatto</strong> del marchio scritto sulla bottiglia o sulla confezione del tuo detersivo per il bucato?,"<strong>Para confirmar </strong>que você tem seu detergente de roupa com você, por favor informe➘<ul>➘ <li><strong>o nome exato</strong> da marca do detergente, e</li>➘ <li>o&nbsp;<strong>primeiro ingrediente</strong>&nbsp;listado no rótulo do seu detergente de roupa.</li>➘</ul>➘<br>➘A resposta será verificada automaticamente.","<strong>Onaylamak için</strong> çamaşır deterjanınızı yanınızda bulundurduğunuzu lütfen bildiriniz:➘<ul>➘	<li>Deterjanın <strong>tam marka adı</strong>,</li>➘	<li>etikette listelenen <strong>ilk içerik</strong>.</li>➘</ul>➘<br />➘Yanıtınız otomatik olarak kontrol edilecektir.","<strong>Para confirmar </strong>que tienes tu detergente de ropa contigo, por favor indica➘<ul>➘ <li><strong>el nombre exacto</strong> de la marca del detergente, y</li>➘ <li>el&nbsp;<strong>primer ingrediente</strong>&nbsp;que aparece en la etiqueta de tu detergente de ropa.</li>➘</ul>➘<br>➘La respuesta se verificará automáticamente.","<strong>För att bekräfta</strong> att du har ditt tvättmedel med dig, vänligen ange➘<ul>➘ <li><strong>det exakta namnet</strong> på tvättmedlets märke, och</li>➘ <li><strong>den första ingrediensen</strong> som anges på etiketten på ditt tvättmedel.</li>➘</ul>➘<br>➘Svaret kommer att kontrolleras automatiskt.","<strong>Om te bevestigen</strong> dat je je wasmiddel bij je hebt, geef alsjeblieft op:➘<ul>➘	<li><strong>de exacte merknaam</strong> van het wasmiddel, en</li>➘	<li><strong>het eerste ingrediënt</strong> dat op het etiket van je wasmiddel vermeld staat.</li>➘</ul>➘<br />➘Het antwoord wordt automatisch gecontroleerd."
QID200_Choice13,Name,Nome,Nome,Tam marka adı,Nombre,Namn,Merknaam
QID200_Choice14,First ingredient,Primo ingrediente,Primeiro ingrediente,İlk içerik,Primer ingrediente,Första ingrediensen,Eerste ingrediënt
QID212_QuestionText,"We are going to ask you some questions about the <strong>smell of your laundry detergent</strong>.&nbsp;<br>➘<br>➘If you cannot take the laundry detergent, please take <strong>another laundry/cleaning product</strong> and use it to answer the subsequent questions.<br>➘<br>➘If you cannot get any cleaning product, please indicate it below. There will be no repercussions for the payment.","<div>Ti faremo alcune domande sull’<strong>odore del tuo detersivo </strong>per il bucato.</div>➘➘<div> </div>➘➘<div><strong>Se non sei a casa</strong> o non puoi prendere il detersivo per qualsiasi altro motivo, ti preghiamo di segnalarlo qui sotto.</div>➘➘<div> </div>➘➘<div>Se non puoi prendere il detersivo, utilizza <strong>un altro prodotto per il bucato o per la pulizia</strong> per rispondere alle domande successive.</div>➘","Vamos te fazer algumas perguntas sobre o <strong>cheiro do seu detergente para roupas</strong>.&nbsp;<br>➘<br>➘Se você não puder pegar o detergente para roupas, por favor, pegue <strong>outro produto de lavanderia/limpeza</strong> e use-o para responder às perguntas seguintes.<br>➘<br>➘Se você não puder pegar nenhum produto de limpeza, por favor, indique abaixo. Não haverá repercussões para o pagamento.","Çamaşır deterjanınızın <strong>kokusu hakkında</strong> size bazı sorular soracağız. <br />➘<br />➘Çamaşır deterjanını alamıyorsanız, lütfen <strong>başka bir çamaşır/temizlik ürünü</strong> alın ve sonraki soruları yanıtlarken onu kullanın.<br />➘<br />➘Herhangi bir temizlik ürününe erişemiyorsanız aşağıda belirtiniz. Ödemeniz açısından hiçbir olumsuzluk olmayacaktır.","Te vamos a hacer algunas preguntas sobre el <strong>olor de tu detergente para la ropa</strong>.&nbsp;<br>➘<br>➘Si no puedes tomar el detergente para la ropa, por favor toma <strong>otro producto de limpieza</strong> y úsalo para responder las preguntas siguientes.<br>➘<br>➘Si no puedes conseguir ningún producto de limpieza, por favor indícalo abajo. No habrá repercusiones para el pago.","Vi kommer att ställa några frågor om <strong>doften av ditt tvättmedel</strong>.&nbsp;<br>➘<br>➘Om du inte kan ta tvättmedlet, vänligen ta <strong>en annan tvätt-/rengöringsprodukt</strong> och använd den för att svara på de följande frågorna.<br>➘<br>➘Om du inte kan få tag på någon rengöringsprodukt, vänligen ange det nedan. Det kommer inte att påverka betalningen.","We gaan je een aantal vragen stellen over de <strong>geur van je wasmiddel</strong>.<br />➘<br />➘Als je het wasmiddel niet kunt pakken, gebruik dan <strong>een ander was- of schoonmaakproduct</strong> om de volgende vragen te beantwoorden.<br />➘<br />➘Als je geen enkel schoonmaakproduct kunt pakken, geef dat dan hieronder aan. Dit heeft geen gevolgen voor de vergoeding."
QID212_Choice1,I confirm I have the laundry detergent with me,I confirm I have the laundry detergent with me,Confirmo que tenho o detergente para roupas comigo,Çamaşır deterjanının yanımda olduğunu onaylıyorum<br />,Confirmo que tengo el detergente para la ropa conmigo,Jag bekräftar att jag har tvättmedlet med mig,Ik bevestig dat ik het wasmiddel bij me heb<br />
QID212_Choice4,"I can use another cleaning product, but not the laundry detergent","Posso utilizzare un altro prodotto per il bucato/pulizia, ma non il detersivo","Posso usar outro produto de limpeza, mas não o detergente para roupas","Başka bir temizlik ürünü kullanabilirim, ancak çamaşır deterjanı değil<br />","Puedo usar otro producto de limpieza, pero no el detergente para la ropa","Jag kan använda en annan rengöringsprodukt, men inte tvättmedlet","Ik kan een ander schoonmaakproduct gebruiken, maar niet het wasmiddel<br />"
QID212_Choice5,I cannot get any laundry/cleaning product right now,Non sono a casa e non posso prendere nessun prodotto per il bucato/pulizia,Não consigo pegar nenhum produto de lavanderia/limpeza agora,Şu anda herhangi bir çamaşır/temizlik ürünü temin edemem,No puedo conseguir ningún producto de limpieza ahora mismo,Jag kan inte få tag på någon tvätt-/rengöringsprodukt just nu,Ik kan op dit moment geen wasmiddel of schoonmaakproduct pakken
QID214_QuestionText,"<p>You indicated that you cannot access any laundry or cleaning product right now. We kindly ask that you return to the study later, once you are able to do so. This would <strong>greatly support the quality of our research</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>However, if returning later is completely impossible, we ask you to continue anyway by&nbsp;<b>vividly imagining the scent of your usual laundry detergent</b>. Picture yourself holding the bottle or box, inhaling its fragrance as if it were right in front of you.</p>","Poiché hai indicato di non avere il detersivo con te, ti chiediamo gentilmente di rispondere comunque alle prossime domande <strong>immaginando l’odore</strong> del tuo detersivo per il bucato <strong>il più vividamente possibile</strong>. Visualizzalo come se stessi tenendo in mano la bottiglia o la confezione in questo momento, percependone il profumo.","<p>Você indicou que não pode acessar nenhum produto de lavanderia ou limpeza agora. Pedimos gentilmente que você retorne ao estudo mais tarde, quando puder fazê-lo. Isso <strong>apoiaria muito a qualidade da nossa pesquisa</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>No entanto, se retornar mais tarde for completamente impossível, pedimos que continue mesmo assim <b>imaginando vividamente o cheiro do seu detergente para roupas habitual</b>. Imagine-se segurando a garrafa ou caixa, inalando sua fragrância como se estivesse bem na sua frente.</p>","<p>Şu anda herhangi bir çamaşır veya temizlik ürününe erişemediğinizi belirttiniz. Mümkünse araştırmaya daha sonra, erişebildiğinizde dönmenizi rica ediyoruz. Bu, <strong>araştırmamızın kalitesine büyük katkı</strong> sağlayacaktır.</p>➘➘<p> </p>➘➘<p>Ancak, daha sonra dönmeniz kesinlikle mümkün değilse, lütfen devam edin ve <b>kullandığınız çamaşır deterjanının kokusunu canlı bir şekilde hayal edin</b>. Şişeyi veya kutuyu elinizde tuttuğunuzu ve kokusunu sanki tam önünüzdeymiş gibi içine çektiğinizi gözünüzde canlandırın.</p>➘","<p>Indicaste que no puedes acceder a ningún producto de limpieza ahora mismo. Te pedimos amablemente que regreses al estudio más tarde, una vez que puedas hacerlo. Esto <strong>apoyaría enormemente la calidad de nuestra investigación</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>Sin embargo, si regresar más tarde es completamente imposible, te pedimos que continúes de todos modos <b>imaginando vívidamente el aroma de tu detergente para la ropa habitual</b>. Imagínate sosteniendo la botella o caja, inhalando su fragancia como si estuviera justo frente a ti.</p>","<p>Du angav att du inte kan komma åt något tvätt- eller rengöringsmedel just nu. Vi ber dig vänligen att återkomma till studien senare, när du har möjlighet att göra det. Detta skulle <strong>stödja kvaliteten på vår forskning avsevärt</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>Men om det är helt omöjligt att återkomma senare, ber vi dig ändå fortsätta genom att&nbsp;<b>levande föreställa dig doften av ditt vanliga tvättmedel</b>. Föreställ dig att du håller flaskan eller lådan, och andas in dess doft som om den vore precis framför dig.</p>","<p>Je hebt aangegeven dat je op dit moment geen toegang hebt tot een was- of schoonmaakproduct. We vragen je vriendelijk om <strong>later terug te keren naar het onderzoek</strong>, zodra je dat wel kunt. Dit zou de <strong>kwaliteit van ons onderzoek aanzienlijk ondersteunen</strong>.</p>➘➘<p> </p>➘➘<p>Als het echter echt onmogelijk is om later terug te keren, vragen we je toch door te gaan door je <b>de geur van je gebruikelijke wasmiddel levendig voor te stellen</b>. Stel je voor dat je de fles of doos vasthoudt en zijn geur inademt alsof het recht voor je staat.</p>➘"
QID203_QuestionText,Please take a moment to <strong>smell your detergent</strong> and rate the <strong>pleasantness</strong> of the fragrance of your laundry product on a scale from 1 to 100.<br>➘<br>➘<br>➘<strong>1</strong> is extremely unpleasant and <strong>100</strong> is extremely pleasant.,Ti preghiamo di prendere un momento per <strong>annusare il tuo detersivo</strong> e di valutare la <strong>gradevolezza</strong> della sua fragranza su una scala da 1 a 100.<br />➘<br />➘<strong>1</strong> è estremamente sgradevole e <strong>100</strong> è estremamente gradevole.,"Por favor, reserve um momento para <strong>cheirar seu detergente</strong> e avaliar a <strong>agradabilidade</strong> da fragrância do seu produto de lavanderia em uma escala de 1 a 100.<br>➘<br>➘<br>➘<strong>1</strong> é extremamente desagradável e <strong>100</strong> é extremamente agradável.","Lütfen <strong>deterjanınızın kokusunu</strong> birkaç saniye koklayın ve çamaşır ürününüzün kokusunun <strong>hoşluk derecesini</strong> 1 ile 100 arasında değerlendirin.<br />➘<br />➘<br />➘<strong>1</strong> son derece rahatsız edici, <strong>100</strong> son derece hoş demektir.","Por favor, tómate un momento para <strong>oler tu detergente</strong> y califica la <strong>agradabilidad</strong> de la fragancia de tu producto de lavandería en una escala del 1 al 100.<br>➘<br>➘<br>➘<strong>1</strong> es extremadamente desagradable y <strong>100</strong> es extremadamente agradable.",Ta en stund för att <strong>lukta på ditt tvättmedel</strong> och betygsätt <strong>behagligheten</strong> av doften av ditt tvättmedel på en skala från 1 till 100.<br>➘<br>➘<br>➘<strong>1</strong> är extremt obehaglig och <strong>100</strong> är extremt behaglig.,Neem even de tijd om aan je <strong>wasmiddel te ruiken</strong> en beoordeel de <strong>aangenaamheid</strong> van de geur van je wasproduct op een schaal van 1 tot 100.<br />➘<br />➘<br />➘<strong>1</strong> betekent extreem onaangenaam en <strong>100</strong> betekent extreem aangenaam.
QID203_Choice12,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
QID203_LabelNA,I don't have a sense of smell,Non ho l'olfatto,Eu não tenho olfato,Koku alma duyum yok.,No tengo sentido del olfato,Jag har inget luktsinne,Ik heb geen reukvermogen
QID336_QuestionText,"<strong>Please take a moment to <span style=""color:#1abc9c;"">smell your laundry detergent</span> again.</strong><br>➘<br>➘Now imagine encountering the second-hand clothing items you’ve just seen in an actual clothing store.<br>➘<br>➘Would this scent <strong>make these second-hand items more appealing to you</strong>?<br>➘<br>➘<em>(If you haven’t seen any pictures yet, answer thinking about second-hand clothes in general.)</em><br>➘<br>➘(<b>0</b>&nbsp;= not appealing at all, <strong>100</strong> = extremely appealing)","<strong>Per favore, prenditi un momento per <span style=""color:#1abc9c;"">annusare di nuovo il tuo detersivo per bucato</span>.</strong><br>➘<br>➘Ora immagina di incontrare i capi di abbigliamento di seconda mano che hai appena visto in un vero negozio di abbigliamento.<br>➘<br>➘Questo profumo <strong>renderebbe questi articoli di seconda mano più attraenti per te</strong>?<br>➘<br>➘<em>(Se non hai ancora visto nessuna immagine, rispondi pensando ai vestiti di seconda mano in generale.)</em><br>➘<br>➘(<b>0</b>&nbsp;= per niente attraente, <strong>100</strong> = estremamente attraente)","<strong>Por favor, reserve um momento para <span style=""color:#1abc9c;"">cheirar seu detergente de lavanderia</span> novamente.</strong><br>➘<br>➘Agora imagine encontrar as peças de roupa de segunda mão que você acabou de ver em uma loja de roupas real.<br>➘<br>➘Esse cheiro <strong>tornaria essas peças de segunda mão mais atraentes para você</strong>?<br>➘<br>➘<em>(Se você ainda não viu nenhuma imagem, responda pensando em roupas de segunda mão em geral.)</em><br>➘<br>➘(<b>0</b>&nbsp;= nada atraente, <strong>100</strong> = extremamente atraente)","<strong>Lütfen <span style=""color:#1abc9c;"">çamaşır deterjanınızı tekrar koklayın</span>.</strong><br />➘<br />➘Şimdi, az önce gördüğünüz ikinci el kıyafetlerle gerçek bir giyim mağazasında karşılaştığınızı hayal edin.<br />➘<br />➘Bu koku, <strong>bu ikinci el kıyafetleri sizin için daha çekici kılar mı</strong>?<br />➘<br />➘<em>(Henüz hiçbir resim görmediyseniz, genel olarak ikinci el kıyafetleri düşünerek yanıtlayın.)</em><br />➘<br />➘(<b>0</b> = hiç çekici değil, <strong>100</strong> = son derece çekici)","<strong>Por favor, tómate un momento para <span style=""color:#1abc9c;"">oler tu detergente de lavandería</span> de nuevo.</strong><br>➘<br>➘Ahora imagina encontrarte con las prendas de segunda mano que acabas de ver en una tienda de ropa real.<br>➘<br>➘¿Este aroma <strong>haría que estas prendas de segunda mano te resulten más atractivas</strong>?<br>➘<br>➘<em>(Si aún no has visto ninguna imagen, responde pensando en la ropa de segunda mano en general.)</em><br>➘<br>➘(<b>0</b>&nbsp;= nada atractivo, <strong>100</strong> = extremadamente atractivo)","<strong>Ta en stund för att <span style=""color:#1abc9c;"">lukta på ditt tvättmedel</span> igen.</strong><br>➘<br>➘Föreställ dig nu att du stöter på de second-hand kläder du just sett i en verklig klädbutik.<br>➘<br>➘Skulle denna doft <strong>göra dessa second-hand kläder mer tilltalande för dig</strong>?<br>➘<br>➘<em>(Om du inte har sett några bilder ännu, svara med tanke på second-hand kläder i allmänhet.)</em><br>➘<br>➘(<b>0</b>&nbsp;= inte alls tilltalande, <strong>100</strong> = extremt tilltalande)","<strong>Neem even de tijd om opnieuw aan je <span style=""color:#1abc9c;"">wasmiddel te ruiken</span>.</strong><br />➘<br />➘Stel je nu voor dat je de tweedehands kledingstukken die je zojuist hebt gezien, tegenkomt in een echte kledingwinkel.<br />➘<br />➘Zou deze geur <strong>deze tweedehands kledingstukken aantrekkelijker voor je maken</strong>?<br />➘<br />➘<em>(Als je nog geen afbeeldingen hebt gezien, beantwoord de vraag dan met tweedehands kleding in het algemeen in gedachten.)</em><br />➘<br />➘(<b>0</b> = helemaal niet aantrekkelijk, <strong>100</strong> = extreem aantrekkelijk)"
QID336_Choice12,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
QID351_QuestionText,"<strong>Please take a moment to <span style=""color:#1abc9c;"">smell your laundry detergent</span> again.</strong><br>➘<br>➘Now imagine encountering the second-hand clothing items you’ve just seen in an actual clothing store.<br>➘<br>➘Would this scent <strong>make these second-hand items more appealing to you</strong>?<br>➘<br>➘<em>(If you haven’t seen any pictures yet, answer thinking about second-hand clothes in general.)</em><br>➘<br>➘(<b>0</b>&nbsp;= not appealing at all, <strong>100</strong> = extremely appealing)","<strong>Per favore, prenditi un momento per <span style=""color:#1abc9c;"">annusare di nuovo il tuo detersivo per bucato</span>.</strong><br>➘<br>➘Ora immagina di incontrare i capi di abbigliamento di seconda mano che hai appena visto in un vero negozio di abbigliamento.<br>➘<br>➘Questo profumo <strong>renderebbe questi articoli di seconda mano più attraenti per te</strong>?<br>➘<br>➘<em>(Se non hai ancora visto nessuna immagine, rispondi pensando ai vestiti di seconda mano in generale.)</em><br>➘<br>➘(<b>0</b>&nbsp;= per niente attraente, <strong>100</strong> = estremamente attraente)","<strong>Por favor, reserve um momento para <span style=""color:#1abc9c;"">cheirar seu detergente de lavanderia</span> novamente.</strong><br>➘<br>➘Agora imagine encontrar as peças de roupa de segunda mão que você acabou de ver em uma loja de roupas real.<br>➘<br>➘Esse cheiro <strong>tornaria essas peças de segunda mão mais atraentes para você</strong>?<br>➘<br>➘<em>(Se você ainda não viu nenhuma imagem, responda pensando em roupas de segunda mão em geral.)</em><br>➘<br>➘(<b>0</b>&nbsp;= nada atraente, <strong>100</strong> = extremamente atraente)","<strong>Lütfen <span style=""color:#1abc9c;"">çamaşır deterjanınızı tekrar koklayın</span>.</strong><br />➘<br />➘Şimdi, az önce gördüğünüz ikinci el kıyafetlerle gerçek bir giyim mağazasında karşılaştığınızı hayal edin.<br />➘<br />➘Bu koku, <strong>bu ikinci el kıyafetleri sizin için daha çekici kılar mı</strong>?<br />➘<br />➘<em>(Henüz hiçbir resim görmediyseniz, genel olarak ikinci el kıyafetleri düşünerek yanıtlayın.)</em><br />➘<br />➘(<b>0</b> = hiç çekici değil, <strong>100</strong> = son derece çekici)","<strong>Por favor, tómate un momento para <span style=""color:#1abc9c;"">oler tu detergente de lavandería</span> de nuevo.</strong><br>➘<br>➘Ahora imagina encontrarte con las prendas de segunda mano que acabas de ver en una tienda de ropa real.<br>➘<br>➘¿Este aroma <strong>haría que estas prendas de segunda mano te resulten más atractivas</strong>?<br>➘<br>➘<em>(Si aún no has visto ninguna imagen, responde pensando en la ropa de segunda mano en general.)</em><br>➘<br>➘(<b>0</b>&nbsp;= nada atractivo, <strong>100</strong> = extremadamente atractivo)","<strong>Ta en stund för att <span style=""color:#1abc9c;"">lukta på ditt tvättmedel</span> igen.</strong><br>➘<br>➘Föreställ dig nu att du stöter på de second-hand kläder du just sett i en verklig klädbutik.<br>➘<br>➘Skulle denna doft <strong>göra dessa second-hand kläder mer tilltalande för dig</strong>?<br>➘<br>➘<em>(Om du inte har sett några bilder ännu, svara med tanke på second-hand kläder i allmänhet.)</em><br>➘<br>➘(<b>0</b>&nbsp;= inte alls tilltalande, <strong>100</strong> = extremt tilltalande)","<strong>Neem even de tijd om <span style=""color:#1abc9c;"">aan je wasmiddel te ruiken</span> opnieuw.</strong><br>➘<br>➘Stel je nu voor dat je de tweedehands kledingstukken die je net hebt gezien in een echte kledingwinkel tegenkomt.<br>➘<br>➘Zou deze geur <strong>deze tweedehands items aantrekkelijker voor je maken</strong>?<br>➘<br>➘<em>(Als je nog geen foto's hebt gezien, antwoord dan met het denken aan tweedehands kleding in het algemeen.)</em><br>➘<br>➘(<b>0</b>&nbsp;= helemaal niet aantrekkelijk, <strong>100</strong> = extreem aantrekkelijk)"
QID351_Choice12,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
